	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	187	188	189	190	191	192	193	194	195	196	197	198	199	200	201	202	203	204	205	206	207	208	209	210	211	212	213	214	215	216	217	218	219	220	221	222	223	224	225
45	3.269	2.878	2.136	3.341	2.9	2.278	4.034	3.555	3.714	4.515	3.358	3.742	3.76	2.078	1.785	3.766	2.001	4.699	4.042	4.571	3.009	1.959	3.771	4.178	3.535	3.182	4.179	3.845	3.249	4.245	1.041	3.835	4.934	4.57	0.969	5.203	3.745	0.901	3.237	6.303	5.395	1.951	2.009	1.894	0	2.869	0.648	5.142	2.835	3.905	2.452	4.33	4.661	5.877	3.174	1.24	6.025	2.304	36.175	4.592	5.221	2.512	20.324	3.972	10.887	1.365	0.891	3.297	6.51	6.754	3.288	3.083	7.656	0.943	9.265	3.823	7.034	3.498	4.145	2.396	1.306	2.655	4.161	6.897	25.382	32.314	1.558	2.425	21.44	2.872	5.403	36.039	1.136	19.739	40.709	8.677	1.937	15.443	26.197	25.275	37.098	2.839	10.377	24.081	28.571	13.86	13.819	2.145	17.917	19.346	38.228	15.17	56	10.89	43.731	32.725	2.894	17.781	5.634	15.053	6.827	36.345	23.727	26.963	19.707	6.721	28.115	3.767	14.638	11.91	6.981	14.357	13.742	25.218	4.994	32.778	32.317	4.59	39.165	28.729	24.964	21.508	41.822	36.122	21.274	27.284	35.279	42.123	35.062	39.54	17.658	8.624	26.362	29.194	34.846	38.671	19.74	8.23	4.323	4.857	4.186	6.31	5.634	5.705	5.166	5.644	5.908	5.092	5.924	5.397	4.954	14.935	6.338	6.156	16.502	10.934	6.845	6.406	5.917	5.675	6.207	6.105	5.724	7.487	5.808	7.933	12.319	6.632	11.418	6.974	12.098	5.816	8.851	11.819	6.987	6.179	9.234	3.791	6.853	6.51	5.529	6.426	10.5	20.059	6.37	9.11	3.379	6.3	31.917	19.14	3.27	5.1	4.824	4.583	3.785	8.612	3.901	6.782	4.902	5.772	5.713	8.248	9.883	6.414	10.046
46	3.267	2.813	2.618	3.276	2.835	3.041	3.969	3.49	3.649	4.45	3.297	3.681	2.439	3.183	2.886	3.701	2.054	4.634	3.977	4.51	1.585	3.583	2.62	4.117	2.326	2.17	4.211	3.784	1.798	2.72	2.386	3.774	4.47	2.941	2.142	5.142	3.867	1.821	2.23	3.884	5.334	0.861	2.174	1.795	2.79	0	2.319	4.837	1.494	2.654	1.259	2.583	2.608	3.458	2.167	1.432	5.964	4.312	33.684	3.093	5.16	4.198	24.225	2.473	8.396	1.034	2.96	7.3	3.447	7.547	6.88	5.486	5.749	1.935	13.447	3.758	5.424	6.723	8.991	4.449	4.455	3.509	7.953	7.828	29.283	29.823	3.661	3.937	25.341	5.755	7.864	33.548	2.465	21.176	38.218	6.258	5.358	16.64	23.706	26.712	34.607	5.446	11.814	21.59	30.008	17.761	18.001	4.916	22.099	23.247	35.737	12.679	53.509	15.072	41.24	30.234	8	19.218	7.612	18.954	8.724	40.246	25.164	30.864	23.889	4.302	32.016	6.228	18.82	10.728	4.562	14.089	15.179	26.655	6.131	36.679	37.865	5.857	36.674	30.166	26.401	25.409	39.331	40.023	22.711	28.721	39.18	39.632	38.963	37.049	21.84	6.205	23.871	33.095	38.747	42.572	21.464	9.743	4.258	4.792	4.125	6.245	5.897	5.968	5.101	5.579	6.171	5.355	6.187	5.66	5.217	16.659	6.601	6.419	20.554	9.957	6.78	6.341	6.18	5.938	6.47	6.04	5.663	10.157	6.071	7.972	11.342	10.593	10.441	7.926	11.121	6.079	8.786	11.754	6.922	6.118	8.581	3.914	7.116	6.449	5.468	7.28	9.523	21.783	6.633	23.068	4.741	6.724	33.641	20.864	5.323	6.22	9.361	6.771	5.838	11.282	6.89	9.401	6.955	9.269	8.702	8.183	9.818	8.511	12.034
47	2.748	2.357	1.615	2.82	2.379	1.757	3.513	3.034	3.193	3.994	2.837	3.221	3.239	1.557	1.023	3.245	1.519	4.178	3.521	4.05	2.956	1.438	3.25	3.657	3.608	2.92	3.658	3.324	3.196	3.724	0.483	3.314	4.413	4.049	0.411	4.682	3.224	0.526	3.507	6.392	4.874	1.618	1.527	1.437	0.721	2.319	0	4.621	2.502	5.452	2.119	3.997	4.14	3.788	2.841	0.907	5.504	2.632	35.654	6.638	4.7	1.941	20.462	3.639	10.366	1.303	1.772	3.625	5.989	6.233	3.616	3.221	7.135	1.095	9.403	3.302	6.513	3.636	4.283	1.825	0.916	2.744	4.522	6.376	25.52	31.793	1.037	2.753	21.578	3.525	6.162	35.518	1.873	19.877	40.188	8.766	2.696	15.581	25.676	25.413	36.577	2.977	10.515	23.56	28.709	13.998	13.957	2.904	18.055	19.484	37.707	14.649	55.479	11.028	43.21	32.204	4.222	17.919	6.393	15.191	7.586	36.483	23.865	27.101	19.845	6.81	28.253	4.526	14.776	11.389	7.07	13.836	13.88	25.356	5.357	32.916	32.455	4.953	38.644	28.867	25.102	21.646	41.301	36.26	21.412	27.422	35.417	41.602	35.2	39.019	17.796	8.713	25.841	29.332	34.984	38.809	19.169	7.709	3.802	4.336	3.665	5.789	5.063	5.134	4.645	5.123	5.337	4.521	5.353	4.826	4.383	14.364	5.767	5.585	15.931	10.363	6.324	5.885	5.346	5.104	5.636	5.584	5.203	6.966	5.237	7.362	11.748	6.111	10.847	6.403	11.527	5.245	8.33	11.298	6.466	5.658	8.663	3.458	6.282	5.989	5.008	5.855	9.929	19.488	5.799	9.248	2.808	5.729	31.346	18.569	2.699	4.529	4.962	4.721	3.214	8.091	4.039	6.211	4.331	5.91	5.851	7.727	9.362	6.552	9.475
48	1.264	2.963	3.51	1.905	2.682	3.17	0.814	1.402	1.103	0.649	2.127	1.064	2.247	3.312	3.658	1.148	3.592	0.245	0.587	1.806	3.707	2.454	1.878	1.659	2.225	2.724	0.427	0.745	2.709	1.785	4.059	1.344	0.207	2.051	4.247	2.705	0.811	4.363	2.482	8.46	2.897	4.608	3.279	4.037	5.163	5.07	4.486	0	3.282	3.475	4.179	4.14	2.201	3.987	2.933	4.445	3.527	6.6	33.205	4.661	2.168	2.849	22.385	3.999	7.917	5.475	6.071	7.944	4.012	4.477	8.199	5.615	6.508	5.237	10.716	1.496	4.536	6.852	7.499	4.578	4.584	8.085	10.011	4.399	27.443	29.344	3.79	6.805	23.501	7.577	11.92	33.069	6.015	23.093	37.739	10.834	7.008	17.504	23.227	28.629	34.128	5.575	13.731	21.111	31.925	15.921	15.27	9.492	19.368	21.407	35.258	12.2	53.03	12.341	40.761	29.755	7.438	29.577	12.188	17.114	13.3	38.406	36.211	29.024	21.158	8.878	30.176	10.804	20.775	8.94	9.138	11.387	17.096	28.572	10.707	34.839	34.378	10.433	36.195	32.083	28.318	23.569	38.852	38.183	33.758	30.638	37.34	39.153	37.123	36.57	19.109	10.781	23.392	31.255	36.907	40.732	19.504	5.26	2.131	1.025	1.19	1.734	2.501	3.342	0.648	1.003	2.913	3.435	2.444	3.464	3.297	14.699	2.882	3.525	11.051	5.483	2.269	1.83	4.26	4.018	3.251	1.215	1.507	4.503	4.111	5.186	6.868	2.415	5.967	3.415	6.647	4.159	4.275	7.243	2.411	1.962	5.32	2.035	6.176	2.21	1.312	5.32	5.049	19.823	4.86	12.362	2.862	4.764	31.681	18.904	3.785	5.101	6.885	5.576	4.3	4.531	5.352	7.441	6.508	7.833	9.57	3.672	5.307	8.132	8.102
49	2.759	2.305	2.11	2.768	2.327	2.533	3.461	2.982	3.141	3.942	1.592	2.374	1.182	2.675	2.378	3.193	1.546	4.126	3.469	2.376	0.903	3.075	1.439	2.229	1.145	1.201	3.703	2.626	0.82	1.539	2.964	2.25	3.127	1.535	2.325	3.529	3.359	2.004	0.824	4.821	2.166	1.172	1.666	1.287	2.835	1.431	2.502	3.335	0	1.28	0.376	1.549	1.202	1.391	0.51	1.615	4.351	5.963	32.627	1.967	3.414	3.69	25.162	1.347	7.339	1.899	3.433	8.237	2.321	3.851	7.817	4.978	3.374	2.629	11.746	3.25	2.564	6.215	6.862	3.941	3.947	4.446	8.89	3.358	30.22	28.766	3.153	4.687	26.278	6.692	8.801	32.491	3.192	22.113	37.161	7.195	4.136	17.577	22.649	27.649	33.55	4.938	12.751	20.533	30.945	18.698	16.3	5.853	20.398	24.184	34.68	11.622	52.452	13.371	40.183	29.177	6.801	20.155	8.549	19.891	9.661	41.183	26.101	31.801	22.188	5.239	32.953	7.165	17.119	9.671	5.499	13.032	16.116	27.592	7.068	37.616	38.802	6.794	35.617	31.103	27.338	26.346	38.274	40.96	23.648	29.658	40.117	38.575	39.9	35.992	20.139	7.142	22.814	34.032	39.684	43.509	20.956	8.686	3.75	4.284	2.379	5.737	5.389	5.46	3.569	5.071	5.663	4.847	5.679	5.152	4.709	16.151	6.093	5.911	15.017	9.449	6.272	5.833	5.672	5.43	5.962	4.156	3.917	5.813	5.563	7.464	10.834	4.825	9.933	7.418	10.613	5.571	8.278	11.246	6.414	4.372	8.073	3.406	6.608	4.703	3.722	6.772	9.015	21.275	6.125	10.505	4.233	6.216	33.133	20.356	4.815	5.712	7.541	6.263	5.33	6.938	6.382	8.893	6.447	8.489	8.194	7.675	9.31	8.003	11.526
50	3.15	3.143	2.948	3.606	3.604	4.092	3.586	3.314	3.076	4.318	1.667	2.505	1.477	4.234	3.216	4.031	2.384	3.64	3.244	1.322	1.675	4.634	1.296	1.508	1.238	1.663	3.56	3.006	1.452	1.089	3.802	2.381	3.187	0.855	3.395	1.541	3.578	3.074	1.109	6.315	1.156	2.436	2.504	2.125	3.905	2.898	3.572	3.395	1.28	0	1.515	0.959	0.673	1.408	0.753	2.685	2.754	7.522	32.904	1.16	1.977	5.249	26.656	0.601	7.616	3.303	4.503	9.731	1.454	2.984	9.311	6.537	2.507	4.033	13.305	4.088	1.697	7.774	8.421	5.5	5.506	5.94	10.384	2.491	31.714	29.043	4.712	8.785	27.772	8.186	10.295	32.768	4.596	23.607	37.438	8.689	7.789	19.071	22.926	29.143	33.827	6.497	14.245	20.81	32.439	20.192	17.859	7.347	21.957	25.678	34.957	11.899	52.729	14.93	40.46	29.454	8.36	21.649	10.043	21.385	11.155	42.677	27.595	33.295	23.747	6.733	34.447	8.659	18.678	8.639	6.993	11.086	17.61	29.086	8.562	39.11	40.296	8.288	35.894	32.597	28.832	27.84	38.551	42.454	25.142	31.152	41.611	38.852	41.394	36.269	21.698	8.636	23.091	35.526	41.178	45.003	22.505	4.959	4.588	4.396	2.204	4.735	5.502	6.343	3.629	4.004	5.914	5.685	5.445	5.99	5.547	17.7	5.883	6.526	13.592	8.024	5.51	4.831	6.51	6.268	6.252	4.216	3.977	4.216	7.112	8.187	9.409	4.652	8.508	6.416	8.734	6.409	7.276	10.244	5.412	3.798	8.321	4.244	9.177	3.251	3.782	8.321	7.586	22.824	7.861	15.363	5.071	7.765	34.682	21.905	6.374	8.102	9.1	7.822	6.889	5.341	7.941	10.442	8.006	10.048	9.753	6.673	8.308	11.133	11.103
51	2.376	1.922	1.727	2.385	1.944	2.15	3.078	2.599	2.758	3.559	2.406	2.79	1.17	2.292	1.995	2.81	1.163	3.743	3.086	3.619	0.694	2.692	1.427	3.226	1.133	1.034	3.32	2.893	0.605	1.527	2.581	2.883	3.579	1.748	1.942	4.251	2.976	1.621	1.037	4.602	2.379	0.789	1.283	0.904	2.452	1.212	2.119	3.946	0.425	1.515	0	1.681	1.415	1.711	0.745	1.232	5.073	5.58	32.947	2.202	4.269	3.307	24.943	1.456	7.659	1.617	3.05	8.018	2.556	5.802	7.598	4.595	3.609	2.347	11.363	2.867	2.799	5.832	6.479	3.558	3.564	4.227	8.671	3.593	30.001	29.086	2.77	4.405	26.059	6.473	8.582	32.811	2.91	21.894	37.481	6.976	3.854	17.358	22.969	27.43	33.87	4.555	12.532	20.853	30.726	18.479	15.917	5.634	20.015	23.965	35	11.942	52.772	12.988	40.503	29.497	6.418	19.936	8.33	19.672	9.442	40.964	25.882	31.582	21.805	5.02	32.734	6.946	16.736	9.991	5.28	13.405	15.897	27.373	6.849	37.397	38.583	6.575	35.937	30.884	27.119	26.127	38.594	40.741	23.429	29.439	39.898	38.895	39.681	36.312	19.756	6.923	23.134	33.813	39.465	43.29	20.573	7.278	3.367	3.901	3.234	5.354	5.006	5.077	4.21	4.688	5.28	4.464	5.296	4.769	4.326	15.768	5.71	5.528	14.634	9.066	5.889	5.45	5.289	5.047	5.579	5.149	4.772	6.535	5.18	7.081	10.451	5.68	9.55	7.035	10.23	5.188	7.895	10.863	6.031	5.227	7.69	3.023	6.225	5.558	4.577	6.389	8.632	20.892	5.742	10.122	3.85	5.833	32.75	19.973	4.432	5.329	7.158	5.88	4.947	7.66	5.999	8.51	6.064	8.106	7.811	7.292	8.927	7.62	11.143
52	4.022	3.568	3.373	4.031	3.59	3.796	4.724	4.245	4.404	5.205	2.459	3.17	2.049	3.938	3.641	4.456	2.809	4.305	3.909	1.987	2.1	4.338	2.081	2.173	1.864	2.258	4.225	3.671	1.877	1.966	4.227	3.046	3.852	1.749	3.82	2.268	4.243	3.499	1.639	5.476	1.821	2.861	2.929	2.55	4.33	4.27	3.997	4.06	1.549	0.959	1.681	0	1.644	0.724	1.178	3.11	2.719	8.616	30.703	0.849	2.642	4.953	25.817	0.412	5.415	5.107	6.78	8.892	1.392	2.922	8.472	6.241	1.763	5.755	15.039	4.513	1.233	7.478	10.583	5.204	5.21	5.101	9.545	2.429	30.875	26.842	4.416	7.946	26.933	7.347	9.456	30.567	6.285	22.768	35.237	7.85	6.95	18.232	20.725	28.304	31.626	6.201	13.406	18.609	31.6	19.353	19.593	6.508	23.691	24.839	32.756	9.698	50.528	16.664	38.259	27.253	9.592	20.81	9.204	20.546	10.316	41.838	26.756	32.456	25.481	5.894	33.608	7.82	20.412	7.747	6.154	11.108	16.771	28.247	7.723	38.271	39.457	7.449	33.693	31.758	27.993	27.001	36.35	41.615	24.303	30.313	40.772	36.651	40.555	34.068	23.432	7.797	20.89	34.687	40.339	44.164	22.219	4.934	5.013	5.547	2.869	5.4	6.652	6.723	4.294	4.669	6.579	6.11	6.11	6.415	5.972	17.414	6.548	7.174	16.544	7.999	5.485	5.496	6.935	6.693	6.917	4.881	4.642	4.191	6.826	8.727	9.384	4.627	8.483	7.081	8.709	6.834	7.941	11.664	6.077	5.107	8.986	4.669	7.871	3.916	4.447	8.035	7.561	22.538	7.388	24.66	5.496	7.479	34.396	21.619	6.078	6.975	10.953	7.526	6.593	5.316	7.645	10.156	7.71	10.861	9.457	7.338	9.562	9.266	12.357
53	2.181	2.267	2.268	2.73	1.986	2.474	2.617	2.345	2.107	3.114	0.991	1.536	0.787	2.616	2.536	3.155	1.728	2.436	2.275	0.785	1.402	3.016	0.62	0.797	0.608	1	2.356	1.693	1.059	0.416	3.363	1.412	1.983	0.454	3.263	1.415	2.004	2.801	0.534	6.015	1.208	2.163	1.824	1.852	3.632	2.625	3.299	2.191	1.219	0.673	1.432	1.644	0	1.859	0.721	2.412	3.095	5.904	33.244	1.906	2.27	3.631	22.982	1.286	7.957	3.03	4.23	7.248	1.963	3.824	9.011	4.919	3.051	3.76	11.687	3.212	2.177	6.156	6.803	3.882	3.888	5.64	10.084	2.514	28.04	29.383	3.094	6.109	24.098	7.886	9.995	33.108	4.323	23.307	37.778	8.389	5.267	18.771	23.266	28.843	34.167	4.879	13.945	21.15	32.139	16.518	16.241	7.047	20.339	22.004	35.297	12.24	53.069	13.312	40.8	29.794	6.742	21.349	9.743	17.711	10.855	39.003	27.295	29.621	22.129	6.433	30.773	8.359	17.06	8.98	6.693	11.426	17.31	28.786	8.262	35.436	34.975	7.988	36.234	32.297	28.532	24.166	38.891	38.78	24.842	30.852	37.937	39.192	37.72	36.609	20.08	8.336	23.431	31.852	37.504	41.329	21.301	5.299	3.928	3.192	1.235	3.531	4.298	5.139	2.425	2.8	4.71	5.232	4.241	5.261	5.094	16.496	4.679	5.322	12.848	7.28	4.066	3.627	6.057	5.815	5.048	3.012	2.773	4.556	5.908	6.983	8.665	3.681	7.764	5.212	8.444	5.956	6.072	9.04	4.208	3.228	7.117	3.368	7.973	3.559	2.578	7.117	6.846	21.62	6.657	14.159	4.195	6.561	33.478	20.701	4.756	6.898	7.482	6.204	5.271	5.681	6.323	9.238	6.388	8.43	8.135	5.469	7.104	9.929	9.899
54	4.045	3.591	3.396	4.054	3.613	3.819	4.747	4.268	4.427	5.228	2.662	3.444	2.252	3.961	3.664	4.479	2.832	5.412	3.95	2.775	2.113	4.361	2.509	2.961	2.215	2.271	4.03	3.696	1.89	2.181	4.25	3.32	3.764	2.192	3.611	2.994	3.596	3.29	1.981	4.511	2.609	4.026	2.952	2.573	5.645	3.305	3.788	3.972	1.391	1.408	1.711	0.765	1.859	0	1.299	2.901	3.528	7.651	31.712	1.457	3.43	4.976	24.852	0.873	6.424	4.142	5.815	7.927	2.201	5.575	7.507	6.264	2.236	4.79	14.074	4.536	1.716	7.501	9.618	5.227	5.233	4.136	8.58	3.238	29.91	27.851	4.439	6.981	25.968	6.382	8.491	31.576	5.32	21.803	36.246	6.885	5.985	17.267	21.734	27.339	32.635	6.224	12.441	19.618	30.635	18.388	18.628	5.543	22.726	23.874	33.765	10.707	51.537	15.699	39.268	28.262	8.627	19.845	8.239	19.581	9.351	40.873	25.791	31.491	24.516	4.929	32.643	6.855	19.447	8.756	5.189	12.117	15.806	27.282	6.758	37.306	38.492	6.484	34.702	30.793	27.028	26.036	37.359	40.65	23.338	29.348	39.807	37.66	39.59	35.077	22.467	6.832	21.899	33.722	39.374	43.199	22.242	7.771	5.036	5.57	3.016	5.312	6.675	6.746	4.206	4.581	6.949	6.133	6.965	6.438	5.995	17.437	7.379	7.197	17.553	11.993	9.479	5.408	6.958	6.716	7.248	4.793	4.554	8.185	6.849	8.75	13.378	8.621	12.477	6.993	12.703	6.857	7.853	15.658	5.989	9.101	9.359	4.692	7.894	8.74	4.359	8.058	11.555	22.561	7.411	23.695	5.519	7.502	34.419	21.642	6.101	6.998	9.988	7.549	6.616	9.31	7.668	10.179	7.733	9.896	22.135	12.378	13.556	9.289	12.812
55	2.866	2.412	2.217	2.875	2.434	2.64	3.568	3.089	3.248	4.049	1.303	2.085	0.893	2.782	2.485	3.3	1.653	4.233	2.591	1.514	0.944	3.182	1.098	1.88	0.708	1.102	2.671	2.337	0.721	1.119	3.071	1.961	2.713	1.054	2.664	1.975	2.237	2.343	0.483	5.352	1.59	1.492	1.773	1.394	3.174	1.962	2.841	2.921	0.51	0.753	0.745	1.178	0.721	1.393	0	1.954	3.121	6.07	32.788	1.44	3	3.797	25.693	0.82	7.5	2.367	3.772	7.414	1.794	3.324	8.348	5.085	2.847	3.097	11.853	3.357	2.037	6.322	6.969	4.048	4.054	4.977	9.421	2.831	30.751	28.927	3.26	5.155	26.809	7.223	9.332	32.652	3.66	22.644	37.322	7.726	4.604	18.108	22.81	28.18	33.711	5.045	13.282	20.694	31.476	19.229	16.407	6.384	20.505	24.715	34.841	11.783	52.613	13.478	40.344	29.338	6.908	20.686	9.08	20.422	10.192	41.714	26.632	32.332	22.295	5.77	33.484	7.696	17.226	9.016	6.03	11.463	16.647	28.123	7.599	38.147	39.333	7.325	35.778	31.634	27.869	26.877	38.435	41.491	24.179	30.189	40.648	38.736	40.431	36.153	20.246	7.673	22.975	34.563	40.215	44.04	21.063	5.336	3.857	4.391	1.965	4.261	5.496	5.567	3.155	3.53	5.77	4.954	4.971	5.259	4.816	16.258	6.2	6.018	13.578	8.01	4.796	4.357	5.779	5.537	6.069	3.742	3.503	4.593	5.67	7.571	9.395	5.029	8.494	5.942	9.174	5.678	6.802	9.77	4.938	3.958	7.847	3.513	6.715	4.289	3.308	6.879	7.576	21.382	6.232	10.612	4.34	6.323	33.24	20.463	4.922	5.819	7.648	6.37	5.437	5.718	6.489	9	6.554	8.596	8.301	6.199	7.834	8.11	11.633
56	2.478	2.087	1.353	2.55	2.109	1.603	3.243	2.764	2.923	3.724	2.567	2.951	2.226	1.403	1.053	2.975	0.983	3.908	3.251	3.78	1.372	1.76	2.98	3.387	2.113	1.957	3.388	3.054	1.585	3.454	0.962	3.044	4.143	2.728	0.718	4.412	2.954	0.397	2.017	4.989	4.604	0.731	1.19	0.768	1.237	1.432	0.895	4.351	1.615	2.685	1.232	3.11	2.395	2.901	1.954	0	5.234	3.448	34.789	3.372	4.43	2.701	21.165	2.752	9.501	0.678	1.835	4.441	3.726	5.963	3.932	3.924	6.854	1.011	10.106	3.032	3.969	4.339	4.986	2.585	1.619	2.362	4.826	6.106	26.223	30.928	1.797	3.117	22.281	3.694	6.355	34.653	1.936	22.281	39.323	7.363	2.759	17.745	24.811	27.817	35.712	3.68	12.919	22.695	31.113	14.701	14.66	2.967	18.758	20.187	36.842	13.784	54.614	11.731	42.345	31.339	4.925	20.323	6.588	15.894	7.7	37.186	26.269	27.804	20.548	5.407	28.956	4.224	15.479	11.119	5.667	13.566	16.284	27.76	5.237	33.619	33.158	4.833	37.779	31.271	27.506	22.349	40.436	36.963	23.816	29.826	36.12	40.737	35.903	38.154	18.499	7.31	24.976	30.035	35.687	39.512	20.738	7.439	3.532	4.066	3.395	5.519	5.171	5.242	4.375	4.853	5.445	4.629	5.461	4.934	4.491	15.933	5.875	5.693	14.799	9.231	6.054	5.615	5.454	5.212	5.744	5.314	4.933	6.696	5.345	7.246	10.616	5.841	9.715	7.2	10.395	5.353	8.06	11.028	6.196	5.388	9.423	3.188	6.39	5.719	4.738	6.554	8.797	21.057	5.907	9.951	4.015	5.998	32.915	20.138	3.459	5.494	5.665	4.907	3.974	7.821	4.742	6.971	5.091	6.613	6.554	7.457	9.092	7.255	10.235
57	3.368	3.854	4.401	4.317	3.573	4.061	3.804	3.532	3.294	4.48	3.018	2.723	3.42	4.203	4.549	4.742	4.483	3.802	3.462	1.882	4.598	4.603	2.766	1.964	3.113	3.615	3.722	3.168	3.597	2.673	4.95	2.599	3.349	2.195	5.138	1.13	3.74	5.254	3.37	11.129	1.851	5.499	4.17	4.928	6.054	8.681	5.377	3.557	3.826	2.693	5.07	2.886	2.567	6.828	3.299	5.336	0	7.491	30.826	2.015	2.028	5.218	32.25	2.777	5.538	6.366	6.962	8.835	1.687	1.089	12.883	6.506	1.991	6.128	13.274	4.799	1.756	7.743	8.39	5.469	5.475	9.512	13.956	1.232	37.308	26.965	4.681	7.696	33.366	11.758	13.867	30.69	6.906	29.201	35.36	14.65	11.361	24.665	20.848	34.737	31.749	6.466	19.839	18.732	38.033	25.786	17.828	10.919	21.926	31.272	32.879	9.821	50.651	14.899	38.382	27.376	8.329	27.198	13.615	26.979	14.727	48.271	33.832	38.889	23.716	10.922	40.041	12.231	25.348	6.561	11.807	9.008	23.204	34.68	12.134	44.704	45.89	11.86	33.816	38.191	34.426	33.434	36.473	48.048	31.379	37.515	47.205	36.774	46.988	34.191	21.667	14.597	21.013	41.12	46.772	50.597	24.077	2.881	5.294	4.558	2.422	6.298	7.074	7.915	3.791	4.166	7.486	8.008	7.017	8.037	7.87	19.272	7.455	8.089	11.514	5.946	3.432	6.394	8.833	8.591	7.815	3.724	3.214	2.138	8.684	8.747	7.331	2.574	6.43	7.648	6.656	8.732	7.836	9.611	7.176	3.054	8.881	4.955	10.749	2.693	2.64	9.893	5.508	24.396	9.433	16.935	5.782	9.337	36.254	23.477	6.343	9.674	9.069	7.791	6.858	3.263	7.91	12.014	11.081	10.017	9.722	6.331	7.509	12.705	10.304
58	5.051	4.66	3.918	5.147	4.682	4.06	5.562	5.337	5.496	5.695	5.14	5.524	5.542	3.86	4.027	4.946	4.624	5.879	5.767	6.353	5.259	3.727	5.553	5.96	5.911	5.223	5.855	5.627	5.499	6.027	2.776	5.617	6.716	6.352	2.957	6.985	5.527	3.423	5.81	7.272	7.177	4.296	4.531	5.589	2.64	4.223	2.677	6.082	6.114	7.755	5.731	7.377	6.443	7.709	6.221	3.762	7.807	0	29.149	8.941	7.003	3.444	17.573	7.019	12.669	3.454	1.489	1.775	8.292	8.536	1.766	2.006	9.438	2.572	7.159	4.988	8.816	1.48	1.394	2.598	2.378	3.724	3.019	8.679	22.631	25.288	3.326	0.903	18.689	2.031	5.815	29.013	2.064	16.988	33.683	13.769	1.624	12.692	32.954	22.524	30.072	1.762	7.626	30.838	25.82	11.109	11.713	2.32	15.811	16.595	28.793	21.926	48.974	8.784	36.705	24.45	0.829	15.03	5.708	12.302	6.901	33.594	20.976	24.212	17.601	6.129	25.364	3.841	12.532	13.692	7.95	16.139	10.991	22.467	5.169	30.027	29.566	4.765	32.139	25.978	22.213	18.757	34.796	33.371	18.523	24.533	32.528	35.097	32.311	32.514	15.552	13.716	33.119	26.443	32.095	35.92	20.134	10.012	5.488	6.022	5.968	8.111	6.566	6.637	6.346	6.809	6.84	6.024	6.856	6.329	5.886	15.329	7.27	7.088	17.434	11.866	8.01	8.207	6.849	6.607	7.139	7.27	7.506	9.269	6.74	7.924	13.251	11.014	12.35	7.906	13.03	6.748	8.219	13.62	8.788	7.875	9.225	4.723	7.273	8.292	7.311	6.417	11.432	20.453	7.302	7.004	4.311	6.291	32.311	19.534	3.258	6.032	2.073	3.506	3.217	10.914	2.824	6.18	4.064	3.021	4.37	10.049	9.979	5.495	10.037
59	33.754	34.236	34.783	34.699	33.955	34.443	34.218	34.007	33.708	34.156	33.4	32.871	33.802	34.585	34.931	34.7	35.611	33.478	33.66	32.264	35.142	34.985	33.152	32.933	33.499	33.997	33.398	32.844	33.612	33.059	35.332	32.618	33.025	32.577	35.52	31.512	33.416	36.198	32.832	33.491	30.568	34.772	34.552	35.352	36.391	34.051	35.759	33.233	33.113	32.152	34.816	31.313	33.475	32.198	32.371	35.156	30.099	29.316	0	31.151	31.704	35.6	35.021	31.762	27.099	34.888	36.561	27.832	30.16	29.184	28.136	36.888	29.499	35.536	52.763	35.181	30.877	29.691	28.66	35.851	35.857	34.882	27.238	29.465	34.13	6.36	35.063	29.094	36.137	37.128	25.576	10.085	38.125	24.566	7.138	19.404	36.731	27.121	10.313	20.572	9.141	36.848	21.721	13.379	23.868	28.713	31.923	36.289	61.415	34.043	2.283	23.939	22.429	54.388	10.16	6.879	28.435	15.047	25.992	29.75	24.549	36.218	13.335	41.66	41.142	33.263	25.218	36.657	58.136	29.373	34.169	31.761	19.674	29.419	35.817	38.48	31.649	35.543	5.594	23.95	23.809	36.205	8.251	43.979	10.882	17.018	35.152	8.552	34.935	11.583	61.156	21.347	15.66	42.065	49.894	53.368	62.662	31.38	34.97	34.234	32.464	35.954	36.73	37.571	33.467	33.842	37.142	37.664	36.673	37.693	37.526	57.857	37.111	37.745	36.586	38.127	33.088	36.05	38.489	38.247	37.471	33.38	32.87	31.794	38.34	38.403	37.11	32.23	38.611	37.304	36.312	38.388	37.492	39.267	36.832	32.71	38.537	35.337	40.405	32.349	32.316	39.549	35.164	62.981	39.089	51.012	36.164	38.993	72.334	62.062	36.725	39.33	29.024	41.599	37.24	32.919	31.333	41.67	40.737	28.932	49.452	35.987	37.165	50.717	39.96
