	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	187	188	189	190	191	192	193	194	195	196	197	198	199	200	201	202	203	204	205	206	207	208	209	210	211	212	213	214	215	216	217	218	219	220	221	222	223	224	225
119	10.171	9.717	9.522	10.18	9.739	9.945	10.873	10.394	10.553	11.354	10.201	10.585	9.343	10.087	7.233	10.605	8.958	11.538	10.881	11.414	8.489	9.936	9.524	11.021	9.23	9.074	11.115	10.688	8.702	9.624	7.038	10.678	11.374	9.845	6.794	12.046	10.771	6.452	9.134	5.003	11.248	8.119	9.078	8.699	6.015	7.398	6.488	11.741	8.398	9.345	8.163	8.73	9.512	8.019	9.071	6.434	11.658	6.942	26.94	10.259	14.628	9.653	18.427	8.81	10.1	6.07	5.613	5.458	10.598	12.108	4.218	8.215	10.31	5.46	10.736	10.662	9.985	7.317	6.286	8.807	9.46	5.563	3.422	12.389	23.485	23.079	9.535	5.043	19.543	3.917	2.417	26.804	5.208	14.779	31.474	7.348	4.614	10.243	26.898	20.315	27.863	7.971	5.417	24.782	23.611	11.963	15.29	4.089	19.388	17.449	26.584	15.87	46.765	12.361	34.496	22.241	6.061	12.821	0	13.156	2.024	36.037	18.767	25.066	21.178	3.185	26.218	2.52	16.109	15.4	5.681	18.681	8.782	20.258	2.9	30.881	31.468	2.496	29.93	23.769	20.004	19.611	32.587	34.225	16.314	22.324	34.971	32.888	34.754	30.305	19.129	7.295	27.063	27.297	32.949	36.774	30.759	14.304	11.162	11.696	11.029	13.149	12.588	12.659	12.005	12.483	12.862	12.046	12.878	12.351	11.908	25.954	13.292	13.11	21.644	23.185	16.012	13.245	12.871	12.629	13.161	12.944	15.794	14.718	12.246	13.969	22.168	15.154	23.669	13.928	24.406	12.77	15.69	27.402	13.826	15.634	14.643	10.818	13.318	15.273	15.24	12.462	18.088	31.078	12.803	10.581	10.318	11.801	42.936	30.159	9.399	12.213	6.65	9.198	8.969	15.843	8.959	10.982	9.932	6.558	9.021	15.087	15.397	10.286	15.455
120	16.488	16.444	15.82	16.138	16.584	16.162	16.553	16.413	16.572	16.686	17.042	17.177	17.444	15.762	15.929	15.937	16.526	16.87	16.758	18.255	17.161	15.653	17.455	17.862	17.813	17.125	16.846	17.194	17.401	17.929	14.602	17.459	17.641	18.254	14.783	18.887	16.79	15.249	21.137	17.006	19.079	20.122	16.433	20.702	14.466	19.401	14.503	17.073	20.401	21.348	20.166	20.733	18.345	20.022	21.074	14.954	24.98	11.737	29.616	22.262	26.585	14.902	6.367	20.813	21.98	14.59	12.621	10.253	25.041	24.065	10.557	13.01	24.38	13.98	14.563	15.979	21.988	11.762	11.081	14.18	15.153	14.083	9.659	24.346	11.425	25.755	15.228	11.515	7.483	11.065	8.664	29.48	13.587	17.455	34.15	16.567	11.661	6.158	35.752	22.991	30.539	12.603	8.093	33.636	15.665	3.355	4.781	12.473	14.62	5.389	29.26	24.724	49.441	16.188	37.172	24.917	10.856	15.497	11.815	0	11.876	22.388	21.443	13.006	12.488	16.778	14.158	11.788	10.609	24.254	17.684	27.535	11.458	11.573	13.016	18.821	18.36	12.612	32.606	24.52	15.999	7.551	35.263	22.165	18.99	25	21.322	35.564	21.105	32.981	10.631	16.514	35.917	15.237	20.889	24.714	27.538	30.151	16.479	17.013	17.87	18.578	17.033	17.104	17.337	17.8	17.307	16.491	17.323	16.796	16.353	22.733	17.737	17.555	30.498	32.039	19.372	18.674	17.316	17.074	17.606	17.904	18.156	26.675	16.691	18.414	31.022	27.111	32.523	18.373	33.26	17.215	18.686	24.087	19.255	19.237	19.088	15.441	17.763	27.23	18.453	16.907	21.899	27.857	17.248	14.408	14.763	16.246	39.715	26.938	13.844	16.658	10.489	13.643	13.414	27.8	13.404	14.809	14.377	10.217	12.848	20.516	19.842	14.113	19.9
121	11.089	10.635	10.44	11.098	10.657	10.863	11.791	11.312	11.471	12.272	11.119	11.503	10.261	11.005	8.151	11.523	9.876	12.456	11.799	12.332	9.407	11.231	10.442	11.939	10.148	9.992	12.033	11.606	9.62	10.542	7.956	11.596	12.292	10.763	7.712	20.565	11.689	7.37	10.052	5.921	12.166	9.037	9.996	9.617	7.165	8.316	7.406	12.659	9.316	10.263	9.081	9.648	10.43	8.937	9.989	7.352	12.576	8.237	24.534	11.177	20.757	10.948	17.116	9.728	10.098	6.988	6.908	6.753	11.516	18.237	5.513	9.51	11.228	6.378	12.031	11.58	10.903	8.612	7.581	10.102	10.755	6.481	4.717	18.518	22.371	20.673	10.83	6.338	18.232	5.212	4.029	24.398	6.126	12.181	29.068	7.321	5.909	8.932	12.231	17.717	25.457	9.266	2.848	27.808	21.013	10.652	13.862	5.384	20.683	16.138	24.178	18.896	44.359	13.656	32.09	19.835	7.356	10.415	2	11.845	0	33.439	16.361	23.755	23.237	3.784	25.104	3.815	17.404	18.426	6.599	21.707	6.376	17.66	3.818	31.779	28.87	2.81	27.524	21.171	17.406	18.3	30.181	32.914	13.908	19.726	32.373	30.482	32.156	27.899	20.424	7.268	30.089	25.986	31.638	35.463	29.448	24.323	12.08	12.614	11.947	14.067	13.883	13.954	12.923	13.401	14.157	13.341	14.173	13.646	13.203	24.643	14.587	14.405	24.67	26.211	22.141	14.163	14.166	13.924	14.456	13.862	21.923	20.847	24.57	26.293	25.194	21.283	26.695	15.223	27.432	14.065	16.608	30.428	14.744	21.763	15.938	11.736	25.642	21.402	21.369	24.786	26.986	29.767	25.127	17.798	11.613	24.125	41.625	28.848	10.694	24.537	7.945	10.493	10.264	21.972	10.254	22.312	11.227	7.853	16.238	16.005	26.218	17.503	16.75
122	37.779	37.735	37.111	37.429	37.875	37.453	37.844	37.704	37.863	37.977	38.333	38.468	38.735	37.053	37.22	37.228	37.817	38.161	38.049	39.546	38.452	36.944	38.746	39.153	39.104	38.416	38.137	38.485	38.692	39.22	35.893	38.75	38.932	39.545	36.074	40.178	38.081	36.54	42.428	38.297	40.37	41.413	37.724	41.993	35.757	40.692	35.794	38.364	41.692	42.639	41.457	42.024	39.636	41.313	42.365	36.245	46.271	33.028	36.094	43.553	47.876	36.193	18.685	42.104	43.271	35.881	33.912	31.544	46.332	45.356	31.848	34.301	45.671	35.271	35.854	37.27	43.279	33.053	32.372	35.471	36.444	35.374	30.95	45.637	11.802	32.233	36.519	32.806	19.801	32.356	29.955	35.958	34.878	21.34	40.628	37.858	32.952	27.449	36.186	17.13	37.017	33.894	30.684	39.252	12.546	27.286	30.394	33.764	26.938	17.85	35.738	46.015	55.919	37.479	43.65	31.395	32.147	29.633	34.834	22.387	33.391	0	22.981	21.208	24.806	38.069	11.039	33.079	41.227	45.545	38.975	48.826	32.365	15.677	34.307	3.292	6.177	33.903	39.084	12.428	20.583	19.869	41.741	9.471	25.468	19.279	3.531	42.042	3.835	39.459	29.641	37.805	41.533	6.877	15.386	26.249	48.829	51.442	37.77	38.304	39.161	39.869	38.324	38.395	38.628	39.091	38.598	37.782	38.614	38.087	37.644	44.024	39.028	38.846	51.789	53.33	40.292	39.965	38.607	38.365	38.897	39.552	39.447	47.966	37.982	39.705	52.313	48.402	53.814	39.664	54.551	38.506	39.977	45.378	40.546	40.157	40.379	36.732	39.054	48.521	39.744	38.198	43.19	49.148	38.539	35.699	36.054	37.537	61.006	48.229	35.135	37.949	31.78	34.934	34.705	49.091	34.695	36.1	35.668	31.508	34.139	41.807	41.133	35.404	41.191
123	25.337	28.064	24.204	25.77	28.086	24.346	26.185	28.741	26.204	26.318	25.426	35.861	27.69	24.146	24.313	25.569	27.305	36.468	36.65	35.254	26.836	24.013	27.871	35.923	27.577	27.421	36.388	35.834	27.049	36.049	23.884	35.608	36.015	35.567	24.065	34.502	36.406	24.531	27.481	23.35	33.558	26.466	27.425	27.046	23.748	25.745	23.785	36.223	26.745	27.692	26.51	27.077	27.859	26.366	27.418	26.85	33.089	21.019	13.211	34.141	34.694	23.73	24.041	27.157	30.089	26.582	21.903	19.535	33.15	32.174	19.839	22.292	32.489	27.23	24.813	25.611	33.867	21.394	20.363	22.884	23.537	26.511	18.941	32.455	20.885	9.35	23.612	20.797	25.157	20.347	17.279	13.075	22.869	11.321	17.745	22.911	20.943	18.824	13.303	7.327	14.134	22.048	13.424	16.369	10.623	20.416	23.626	21.755	32.294	23.206	12.855	26.929	33.036	26.438	20.767	8.512	20.138	6.75	17.695	21.453	16.252	22.973	0	30.68	30.162	23.122	11.973	19.492	30.186	32.363	24.028	34.751	11.377	16.174	20.055	25.235	18.404	19.387	16.201	10.705	10.564	25.225	18.858	30.734	2.585	3.773	21.907	19.159	21.69	16.576	33.206	22.858	18.65	28.82	36.649	42.388	41.62	34.37	26.111	26.645	35.454	40.096	26.665	26.736	36.457	36.832	26.939	26.123	26.955	26.428	25.985	36.815	27.369	27.187	36.842	38.383	36.078	40.192	26.948	26.706	27.238	36.37	35.86	34.784	36.742	38.465	37.366	35.22	38.867	40.294	39.604	26.847	40.482	42.6	40.773	35.7	39.445	25.073	37.814	35.339	35.306	36.958	38.154	41.939	37.299	29.97	24.395	36.297	53.797	41.02	23.476	36.709	20.727	23.275	23.046	35.909	23.036	34.484	24.009	20.635	28.41	38.977	40.155	29.675	40.257
124	28.397	28.353	27.729	28.047	28.493	28.071	28.462	28.322	28.481	28.595	28.951	29.086	29.353	27.671	27.838	27.846	28.435	28.779	28.667	30.164	29.07	27.562	29.364	29.771	29.722	29.034	28.755	29.103	29.31	29.838	26.511	29.368	29.55	30.163	26.692	30.796	28.699	27.158	33.046	28.915	30.988	32.031	28.342	32.611	26.375	31.31	26.412	28.982	32.31	33.257	32.075	32.642	30.254	31.931	32.983	26.863	36.889	23.646	41.525	34.171	38.494	26.811	7.623	32.722	33.889	26.499	24.53	22.162	36.95	35.974	22.466	24.919	36.289	25.889	15.775	27.888	33.897	23.671	22.99	26.089	27.062	25.992	21.568	36.255	14.361	37.664	27.137	23.424	8.879	22.974	20.573	41.389	25.496	20.067	46.059	28.476	23.57	18.067	47.661	24.977	42.448	24.512	20.002	45.545	18.601	17.904	11.73	24.382	8.274	9.063	41.169	36.633	61.35	22.742	49.081	36.826	22.765	27.406	23.724	13.005	23.785	21.208	30.688	0	6.142	28.687	17.094	23.697	19.193	36.163	29.593	39.444	23.367	14.509	24.925	14.501	21.296	24.521	44.515	27.456	18.935	6.575	47.172	14.831	30.899	26.986	24.258	47.473	18.506	44.89	10.977	28.423	47.826	10.917	13.555	17.38	37.149	42.06	28.388	28.922	29.779	30.487	28.942	29.013	29.246	29.709	29.216	28.4	29.232	28.705	28.262	32.344	29.646	29.464	42.407	43.948	31.281	30.583	29.225	28.983	29.515	30.17	30.065	38.584	28.6	30.323	42.931	39.02	44.432	30.282	45.169	29.124	30.595	35.996	31.164	30.775	30.997	27.35	29.672	39.139	30.362	28.816	33.808	37.468	29.157	26.317	26.672	28.155	49.326	22.617	25.753	28.567	22.398	25.552	25.323	39.709	25.313	26.718	26.286	22.126	24.757	32.425	31.751	26.022	31.809
125	21.487	21.443	20.819	21.137	21.583	21.161	21.552	21.412	21.571	21.685	22.041	22.176	22.443	20.761	20.928	20.936	21.525	21.869	21.757	23.254	22.16	20.652	22.454	22.861	22.812	22.124	21.845	22.193	22.4	22.928	20.744	22.458	24.802	23.253	20.89	23.886	21.789	21.356	22.711	23.058	24.078	23.061	21.432	22.49	20.573	25.453	20.61	24.78	23.015	24.656	22.632	26.785	23.344	26.074	23.122	21.559	24.708	17.371	35.824	28.314	23.904	19.901	6.121	23.92	28.032	21.82	20.046	17.163	25.193	30.117	17.487	19.117	30.432	21.398	10.442	20.978	28.04	16.761	16.431	19.179	20.152	20.978	15.711	30.398	13.843	31.963	20.227	18.445	9.178	17.995	14.716	35.688	20.187	19.549	40.358	22.619	18.591	17.549	41.804	24.459	36.747	17.602	14.301	39.688	18.083	7.473	6.374	19.185	2.132	8.545	35.468	30.776	55.649	10.968	43.38	31.125	17.766	21.705	17.867	12.487	17.928	24.806	30.17	6.142	0	22.83	16.576	19.082	11.061	30.306	23.736	33.587	17.666	13.991	19.068	20.516	20.778	18.664	38.814	26.938	18.417	5.073	41.471	20.975	25.198	26.468	23.74	41.772	23.523	39.189	4.835	22.566	41.969	16.932	19.699	23.524	30.898	36.203	21.478	22.012	22.869	24.46	22.032	22.103	22.336	24.053	22.306	21.49	22.322	21.795	21.352	26.093	22.736	22.554	36.55	28.215	25.254	24.556	22.315	22.073	22.605	24.514	23.155	32.727	21.106	22.829	29.6	27.363	28.699	23.372	29.379	22.214	27.001	29.969	25.137	25.119	23.503	20.44	22.178	27.886	25.614	21.322	27.781	31.217	21.663	17.768	19.762	20.661	43.075	23.056	18.843	21.073	15.79	18.058	18.413	27.263	17.525	18.169	18.792	15.632	16.208	26.398	24.257	17.473	24.315
126	7.108	6.654	6.459	7.117	6.676	6.882	7.81	7.331	7.49	8.291	7.138	7.522	6.28	7.024	6.727	7.542	5.895	8.475	7.818	8.351	5.426	7.424	6.461	7.958	6.167	6.011	8.052	7.625	5.639	6.561	7.313	7.615	8.311	6.782	6.091	13.73	7.708	6.482	6.071	1.94	8.185	5.056	6.015	5.636	5.957	4.335	6.838	8.678	5.335	6.282	5.1	5.667	6.449	4.956	6.008	5.44	12.317	6.104	33.067	7.196	13.922	8.039	21.506	5.747	6.316	5.172	5.744	7.073	7.535	11.402	5.833	7.293	7.247	5.17	22.1	7.599	6.922	8.932	7.901	8.29	8.296	5.101	5.037	11.683	26.564	29.206	7.502	5.833	22.622	5.532	4.925	32.931	4.918	18.457	37.601	3.539	4.817	13.921	23.089	23.993	33.99	7.049	9.095	20.973	27.289	15.042	18.252	4.409	30.752	20.528	35.12	12.061	52.892	23.725	40.623	29.617	7.676	16.499	3.092	16.235	4.039	37.527	22.445	28.145	27.627	0	29.297	3.45	27.473	11.591	2.618	14.872	12.46	23.936	2.61	33.96	35.146	1.602	36.057	27.447	23.682	22.69	38.714	37.304	19.992	26.002	36.461	39.015	36.244	36.432	30.493	3.486	23.254	30.376	36.028	39.853	31.999	17.488	8.099	8.633	7.966	10.086	9.738	9.809	8.942	9.42	10.012	9.196	10.028	9.501	9.058	27.194	10.442	10.26	17.835	19.376	15.306	10.182	10.021	9.779	10.311	9.881	15.088	14.012	9.912	11.813	18.359	14.448	19.86	11.767	20.597	9.92	12.627	23.593	10.763	14.928	12.422	7.755	10.957	14.567	14.534	11.121	20.151	32.318	10.474	20.349	8.582	10.565	44.176	31.399	9.164	10.061	8.265	10.813	10.584	15.137	10.574	24.863	11.547	8.173	18.789	12.024	19.383	20.054	30.636
127	29.549	29.505	28.881	29.199	29.645	29.223	29.614	29.474	29.633	29.747	30.103	30.238	30.505	28.823	28.99	28.998	29.587	29.931	29.819	31.316	30.222	28.714	30.516	30.923	30.874	30.186	29.907	30.255	30.462	30.99	27.663	30.52	30.702	31.315	27.844	31.948	29.851	28.31	34.198	30.067	32.14	33.183	29.494	33.763	27.527	32.462	27.564	30.134	33.462	34.409	33.227	33.794	31.406	33.083	34.135	28.015	38.041	24.798	29.881	35.323	39.646	27.963	10.455	33.874	35.041	27.651	25.682	23.314	38.102	37.126	23.618	26.071	37.441	27.041	27.624	29.04	35.049	24.823	24.142	27.241	28.214	27.144	22.72	37.407	3.572	26.02	28.289	24.576	11.571	24.126	21.725	29.745	26.648	13.005	34.415	29.628	24.722	19.219	29.973	4.647	30.804	25.664	22.349	33.039	1.508	19.056	22.164	25.534	18.708	9.62	29.525	37.785	49.706	29.249	37.437	25.182	23.917	23.42	24.876	14.157	24.937	11.039	16.768	17.094	16.576	29.839	0	24.849	32.997	37.315	30.745	40.596	24.03	7.447	26.077	13.301	7.011	25.673	32.871	6.215	4.19	11.639	35.528	18.8	19.255	13.066	9.973	35.829	9.756	33.246	21.411	29.575	35.32	16.886	24.715	28.802	40.599	43.212	29.54	30.074	30.931	31.639	30.094	30.165	30.398	30.861	30.368	29.552	30.384	29.857	29.414	35.794	30.798	30.616	43.559	45.1	32.062	31.735	30.377	30.135	30.667	31.322	31.217	39.736	29.752	31.475	44.083	40.172	45.584	31.434	46.321	30.276	31.747	37.148	32.316	31.927	32.149	28.502	30.824	40.291	31.514	29.968	34.96	40.918	30.309	27.469	27.824	29.307	52.776	39.999	26.905	29.719	23.55	26.704	26.475	40.861	26.465	27.87	27.438	23.278	25.909	33.577	32.903	27.174	32.961
128	8.922	8.468	8.273	8.931	8.49	8.696	9.624	9.145	9.304	10.105	8.952	9.336	8.094	8.838	5.24	9.356	7.709	10.289	9.632	10.165	7.24	5.814	8.275	9.772	7.981	7.825	9.866	9.439	7.453	8.375	4.992	9.429	10.125	8.596	4.773	10.797	9.522	4.424	7.885	4.728	10.001	6.87	7.829	7.45	3.886	6.149	4.582	10.492	7.149	8.098	6.914	7.483	8.263	6.772	7.822	4.441	10.411	3.615	36.601	9.012	13.381	6.801	16.568	7.563	9.825	4.077	3.484	2.509	9.351	10.861	2.089	5.363	9.063	3.467	8.656	9.413	8.738	5.231	4.2	5.955	5.315	3.57	3.162	11.142	21.626	32.74	5.413	2.914	17.684	1.788	3.073	36.465	3.074	16.341	41.135	7.073	2.485	11.687	26.623	21.877	37.524	5.119	6.979	24.507	25.173	10.104	13.21	1.96	17.308	15.59	38.654	15.595	56.426	10.281	44.157	33.151	3.209	14.383	2.642	11.297	3.754	32.589	20.329	23.207	19.098	3.585	24.359	0	14.029	15.125	5.406	17.403	10.344	21.82	2.625	29.022	28.561	2.221	39.591	25.331	21.566	17.752	42.248	32.366	17.876	23.886	31.523	42.549	31.306	39.966	17.049	7.02	26.788	25.438	31.09	34.915	21.631	13.057	9.913	10.447	9.78	11.9	11.552	11.623	10.756	11.234	11.826	11.01	11.842	11.315	10.872	16.826	12.256	12.074	21.369	22.91	14.765	11.996	11.835	11.593	12.125	11.695	14.547	13.471	10.16	11.883	21.893	13.907	23.394	13.581	17.989	11.734	14.441	20.944	12.577	14.387	12.557	9.569	11.232	14.026	11.123	10.376	16.841	21.95	10.717	8.501	8.232	9.715	33.808	21.031	7.313	10.127	4.57	7.112	6.883	14.596	6.873	8.902	7.846	4.478	6.941	13.838	18.842	8.206	13.369
129	19.865	19.821	15.808	19.515	20.364	19.853	19.89	19.79	19.949	21.006	17.03	21.806	17.432	15.75	15.917	19.314	20.851	20.707	20.095	22.015	20.966	15.641	17.443	21.868	22.434	20.876	21.018	21.22	21.206	21.994	15.733	21.553	20.709	22.26	15.879	22.914	21.286	16.345	21.517	19.289	23.106	21.867	16.421	21.296	15.562	18.945	15.599	20.687	21.821	23.684	21.438	20.279	22.41	19.568	21.928	16.548	23.736	12.36	38.245	24.87	22.377	14.89	17.182	22.726	28.278	16.809	15.035	12.152	24.221	24.686	12.476	14.106	26.717	16.387	8.371	19.114	24.745	11.75	11.42	14.168	15.141	15.967	13.129	24.608	24.904	34.384	15.216	13.434	20.239	12.984	14.911	38.109	15.176	26.084	42.779	22.865	13.58	20.292	42.05	31.62	39.168	12.591	16.722	39.934	29.144	9.479	6.363	14.174	9.271	24.195	37.889	31.022	58.07	3.747	45.801	33.546	12.755	24.126	15.985	10.609	17.178	35.867	30.072	19.193	11.061	17.892	27.637	14.071	0	30.552	19.967	31.596	20.087	26.84	17.186	33.696	31.839	16.782	41.235	35.074	31.309	16.134	43.892	34.026	27.619	33.629	34.801	44.193	34.584	41.61	9.012	22.812	42.215	30.112	32.75	36.575	18.154	25.469	18.956	19.49	21.399	20.367	18.963	19.034	20.405	19.96	19.237	18.421	19.253	18.726	18.283	13.349	19.667	19.485	29.69	24.122	21.161	20.463	19.246	19.004	19.536	20.421	21.224	24.178	17.013	18.736	25.507	23.27	24.606	19.15	25.286	19.145	22.908	25.876	21.044	21.026	19.716	18.672	18.085	23.793	21.521	17.229	23.688	18.473	17.57	7.46	18.401	16.568	30.331	12.193	13.832	16.98	10.779	13.047	13.402	23.17	12.514	14.755	16.246	10.621	11.197	22.305	20.47	12.462	20.528
130	9.379	9.861	10.408	10.324	9.58	10.068	9.843	9.632	9.333	9.781	9.025	8.496	9.427	10.21	10.556	10.325	10.49	9.103	9.285	7.889	11.639	10.61	8.777	8.558	9.124	9.622	9.023	8.469	9.608	8.684	10.957	8.243	8.65	8.202	11.145	7.137	9.041	11.261	9.381	10.031	7.672	11.269	10.177	11.849	12.061	10.548	11.384	8.858	9.61	8.649	11.313	7.81	9.1	8.695	8.868	11.653	6.169	13.498	29.694	7.648	7.329	11.225	31.118	8.259	4.44	11.385	13.058	15.17	6.657	5.681	14.75	12.513	5.996	12.033	31.712	10.806	7.374	13.75	14.397	11.476	11.482	11.379	15.823	5.962	36.176	25.833	10.688	14.224	32.234	13.625	19.109	29.558	12.563	28.069	34.228	13.518	13.228	23.533	19.716	33.605	30.617	12.473	18.707	17.6	36.901	24.654	27.864	12.786	40.364	30.14	31.747	8.689	49.519	33.337	37.25	26.244	14.336	26.066	13.838	25.847	13.861	47.139	32.7	37.757	37.239	9.824	38.909	14.098	30.629	0	10.709	3.795	22.072	33.548	12.357	43.572	44.758	12.083	32.684	37.059	33.294	32.302	35.341	46.916	30.247	36.383	46.073	35.642	45.856	33.059	40.105	13.465	19.881	39.988	45.64	49.465	29.358	6.252	10.595	9.859	8.089	11.579	12.355	13.196	9.092	9.467	12.767	13.289	12.298	13.318	13.151	24.553	12.736	13.37	15.535	11.227	8.713	11.675	14.114	13.872	13.096	9.005	8.495	6.574	13.965	14.028	12.612	7.855	11.711	12.929	11.937	14.013	13.117	14.892	12.457	8.335	14.162	10.962	16.03	7.974	7.941	15.174	10.789	29.677	14.714	22.216	11.789	14.618	41.535	28.758	12.35	14.955	15.076	17.224	12.865	8.544	13.917	17.295	16.362	17.139	19.424	11.612	12.79	17.986	15.585
131	4.664	4.21	4.015	4.673	4.232	4.438	5.366	4.887	5.046	5.847	4.694	5.078	3.836	4.58	4.283	5.098	3.451	6.031	5.374	5.907	2.982	4.98	4.017	5.514	3.723	3.567	5.608	5.181	3.195	4.117	4.869	5.171	5.867	4.338	3.647	6.539	5.264	4.038	3.627	3.032	5.741	2.612	3.571	3.192	4.231	1.891	4.394	6.234	2.891	3.838	2.656	3.223	4.005	2.512	3.564	2.996	6.151	6.172	32.738	4.752	9.121	5.595	23.373	3.303	7.45	2.728	4.401	6.448	5.091	6.601	6.028	6.883	4.803	3.376	12.595	5.155	4.478	8.12	8.139	5.846	5.852	2.657	7.101	6.882	28.431	28.877	5.058	5.502	24.489	4.903	7.012	32.602	3.906	20.324	37.272	5.406	4.506	15.788	22.76	25.86	33.661	6.843	10.962	20.644	29.156	16.909	17.149	4.064	21.247	22.395	34.791	11.733	52.563	14.22	40.294	29.288	7.148	18.366	6.76	18.102	7.872	39.394	24.312	30.012	23.037	3.45	31.164	5.376	17.968	9.782	0	13.143	14.327	25.803	5.279	35.827	37.013	5.005	35.728	29.314	25.549	24.557	38.385	39.171	21.859	27.869	38.328	38.686	38.111	36.103	20.988	5.353	22.925	32.243	37.895	41.72	22.861	8.797	5.655	6.189	5.522	7.642	7.294	7.365	6.498	6.976	7.568	6.752	7.584	7.057	6.614	18.056	7.998	7.816	19.702	13.019	10.505	7.738	7.577	7.335	7.867	7.437	10.287	9.211	7.468	9.369	14.404	9.647	13.503	9.323	13.729	7.476	10.183	16.684	8.319	10.127	9.978	5.311	8.513	9.766	9.733	8.677	12.581	23.18	8.03	22.216	6.138	8.121	35.038	22.261	6.72	7.617	8.509	8.168	7.235	10.336	8.287	10.798	8.352	8.417	20.656	9.58	14.582	21.921	13.431
132	11.826	12.308	12.855	12.771	12.027	12.515	12.29	12.079	11.78	12.228	11.472	10.943	11.874	12.657	13.003	12.772	12.937	11.55	11.732	10.336	13.052	13.057	11.224	11.005	11.571	12.069	11.47	10.916	12.055	11.131	13.404	10.69	11.097	10.649	13.592	9.584	11.488	13.708	11.828	13.312	10.119	14.55	12.624	13.382	14.508	13.829	13.831	11.305	12.891	11.147	14.594	11.091	11.547	11.976	11.567	13.79	8.616	15.945	31.63	10.604	9.776	13.672	34.399	11.54	7.721	14.666	15.416	18.451	9.955	8.719	18.031	14.96	9.277	15.314	21.728	13.253	10.655	16.197	16.844	13.923	13.929	14.66	19.104	10.033	39.457	27.769	13.135	17.505	35.515	16.906	22.39	31.494	15.844	31.35	36.164	16.799	16.509	26.814	21.652	36.886	32.553	14.92	21.988	19.536	40.182	27.935	26.282	16.067	30.38	33.421	33.683	11.97	51.455	23.353	39.186	28.18	16.783	28.002	17.119	29.128	17.142	50.42	34.636	41.038	32.17	13.105	42.19	17.379	33.076	3.795	13.99	0	25.353	36.829	15.638	46.853	48.039	15.364	34.62	40.34	36.575	35.583	37.277	50.197	32.183	38.319	49.354	37.578	49.137	34.995	30.121	16.746	21.817	43.269	48.921	52.746	31.805	8.699	13.042	12.306	10.536	14.026	14.802	15.643	11.539	11.914	15.214	15.736	14.745	15.765	15.598	27	15.183	15.817	13.998	13.674	11.16	14.122	16.561	16.319	15.543	11.452	10.942	9.021	16.412	16.475	17.692	10.302	14.158	15.376	14.384	16.46	15.564	17.339	14.904	10.782	16.609	13.409	18.477	10.421	10.388	17.621	13.236	32.124	17.161	24.663	14.236	17.065	43.982	31.205	14.797	17.402	17.523	19.671	15.312	10.991	16.364	19.742	18.809	18.471	21.871	14.059	15.237	20.433	18.032
133	15.352	18.079	14.219	15.785	18.101	14.361	16.2	18.756	18.915	16.333	15.441	15.825	17.705	14.161	14.328	15.584	17.32	16.517	16.405	23.504	16.851	14.028	17.886	24.173	17.592	17.436	24.638	24.084	17.064	17.986	13.899	23.858	24.265	18.207	14.08	22.752	24.656	14.546	17.496	13.365	21.808	16.481	17.44	17.061	13.763	15.76	13.8	24.473	16.76	17.707	16.525	17.092	17.874	16.381	17.433	16.865	21.339	11.034	19.55	18.621	22.944	13.745	16.739	17.172	18.339	16.597	11.918	9.55	21.4	20.424	9.854	12.307	20.739	17.245	14.828	15.626	18.347	11.409	10.378	12.899	13.552	16.526	8.956	20.705	21.366	15.689	13.627	10.812	17.855	10.362	7.294	19.414	12.884	11.176	24.084	12.926	10.958	8.839	14.331	16.712	20.473	12.063	3.439	17.184	20.008	10.431	13.641	11.77	23.48	15.761	19.194	21.083	39.375	16.453	27.106	14.851	10.153	5.431	7.71	11.468	6.267	32.434	11.377	23.378	22.86	13.137	24.099	9.507	20.201	20.613	14.043	23.894	0	16.655	10.07	30.774	27.865	9.402	22.54	20.166	16.401	17.923	25.197	32.537	8.924	15.06	31.368	25.498	31.151	22.915	23.221	12.873	19.465	25.609	31.261	35.086	31.635	26.51	16.126	16.66	23.704	30.111	16.68	16.751	24.707	29.704	16.954	16.138	16.97	16.443	16	26.83	17.384	17.202	26.857	28.398	24.328	30.207	16.963	16.721	17.253	24.62	24.11	23.034	26.757	28.48	27.381	23.47	28.882	18.02	29.619	16.862	32.652	32.615	30.788	23.95	29.46	15.088	27.829	23.589	23.556	26.973	29.173	31.954	27.314	19.985	14.41	26.312	43.812	31.035	13.491	26.724	10.742	13.29	13.061	24.159	13.051	24.499	14.024	10.65	18.425	27.227	28.405	19.69	30.272
